nome;is_person;role_detail;role_group;numero_episodio;normalized_name;normalized_name_with_nickname;imdb_nconst_88;nome_corretto_imdb_88;imdb_action_88;imdb_nconst_90;nome_corretto_imdb_90;imdb_action_90;imdb_nconst_92;nome_corretto_imdb_92;imdb_action_92;imdb_nconst_94;nome_corretto_imdb_94;imdb_action_94;imdb_nconst_96;nome_corretto_imdb_96;imdb_action_96;imdb_nconst_98;nome_corretto_imdb_98;imdb_action_98;imdb_nconst_99;nome_corretto_imdb_99;imdb_action_99;HUMAN nome imdb corretto;HUMAN codice imdb corretto
John Wolfenden;TRUE;Written by;Soundtrack;Fight Club;john wolfenden;;;John Wolfenden;X;;John Wolfenden;X;;John Wolfenden;X;;John Wolfenden;X;;John Wolfenden;X;;John Wolfenden;X;;John Wolfenden;X;;
Juan Carlos Ordoñez;TRUE;Escrito por;Soundtrack;El desorden que dejas S01E03;juan carlos ordonez;;nm0649587;Juan Carlos Ordóñez;A;nm0649587;Juan Carlos Ordóñez;A;nm0649587;Juan Carlos Ordóñez;A;nm0649587;Juan Carlos Ordóñez;A;nm0649587;Juan Carlos Ordóñez;A;nm0649587;Juan Carlos Ordóñez;A;nm0649587;Juan Carlos Ordóñez;A;;
Marc Ferrari;TRUE;Courtesy of;Soundtrack;Fight Club;marc ferrari;;nm0274100;Marc Ferrari;A;nm0274100;Marc Ferrari;A;nm0274100;Marc Ferrari;A;nm0274100;Marc Ferrari;A;nm0274100;Marc Ferrari;A;nm0274100;Marc Ferrari;A;nm0274100;Marc Ferrari;A;;
Maya Beiser;TRUE;eseguita da;Soundtrack;La grande bellezza;maya beiser;;nm2191428;Maya Beiser;A;nm2191428;Maya Beiser;A;nm2191428;Maya Beiser;A;nm2191428;Maya Beiser;A;nm2191428;Maya Beiser;A;nm2191428;Maya Beiser;A;nm2191428;Maya Beiser;A;;
BRIAN ENO;TRUE;Written by (The Hearts Filthy Lesson);Soundtrack;Se7en;brian eno;;nm0006061;Brian Eno;A;nm0006061;Brian Eno;A;nm0006061;Brian Eno;A;nm0006061;Brian Eno;A;nm0006061;Brian Eno;A;nm0006061;Brian Eno;A;nm0006061;Brian Eno;A;;
John Leach;TRUE;Written by;Soundtrack;Fight Club;john leach;;;John Leach;X;;John Leach;X;;John Leach;X;;John Leach;X;;John Leach;X;;John Leach;X;;John Leach;X;;
Paolo Scotti;TRUE;Remix di;Soundtrack;La grande bellezza;paolo scotti;;;Paolo Scotti;X;;Paolo Scotti;X;;Paolo Scotti;X;;Paolo Scotti;X;;Paolo Scotti;X;;Paolo Scotti;X;;Paolo Scotti;X;;
Leo Robin;TRUE;Composed by;Soundtrack;Fight Club;leo robin;;nm0732209;Leo Robin;A;nm0732209;Leo Robin;A;nm0732209;Leo Robin;A;nm0732209;Leo Robin;A;nm0732209;Leo Robin;A;nm0732209;Leo Robin;A;nm0732209;Leo Robin;A;;
García Cabezón;TRUE;Escrito por;Soundtrack;El desorden que dejas S01E03;garcia cabezon;;nm3309735;Azon Garcia;M;;García Cabezón;X;;García Cabezón;X;;García Cabezón;X;;García Cabezón;X;;García Cabezón;X;;García Cabezón;X;;
BRIAN WILSON;TRUE;"""SURFIN' SAFARI"" By";Soundtrack;Apocalypse Now;brian wilson;;;BRIAN WILSON;X;;BRIAN WILSON;X;;BRIAN WILSON;X;;BRIAN WILSON;X;;BRIAN WILSON;X;;BRIAN WILSON;X;;BRIAN WILSON;X;;
R.A. Whiting;TRUE;GUILTY;Soundtrack;Amelie;r a whiting;;;R.A. Whiting;X;;R.A. Whiting;X;;R.A. Whiting;X;;R.A. Whiting;X;;R.A. Whiting;X;;R.A. Whiting;X;;R.A. Whiting;X;;
C. Fabre;TRUE;DISCOTECA;Soundtrack;La grande bellezza;c fabre;;;C. Fabre;X;;C. Fabre;X;;C. Fabre;X;;C. Fabre;X;;C. Fabre;X;;C. Fabre;X;;C. Fabre;X;;
C. Bouyjou;TRUE;DISCOTECA;Soundtrack;La grande bellezza;c bouyjou;;;C. Bouyjou;X;;C. Bouyjou;X;;C. Bouyjou;X;;C. Bouyjou;X;;C. Bouyjou;X;;C. Bouyjou;X;;C. Bouyjou;X;;
Berthling;TRUE;PARADE;Soundtrack;La grande bellezza;berthling;;;Berthling;X;;Berthling;X;;Berthling;X;;Berthling;X;;Berthling;X;;Berthling;X;;Berthling;X;;
Berthling;TRUE;PARADE;Soundtrack;La grande bellezza;berthling;;;Berthling;X;;Berthling;X;;Berthling;X;;Berthling;X;;Berthling;X;;Berthling;X;;Berthling;X;;
J. Strauss;TRUE;;Soundtrack;Amelie;j strauss;;;J. Strauss;X;;J. Strauss;X;nm2830811;Aj Strauss;M;nm2830811;Aj Strauss;M;;J. Strauss;X;;J. Strauss;X;;J. Strauss;X;;
G. Claret;TRUE;;Soundtrack;Amelie;g claret;;;G. Claret;X;;G. Claret;X;;G. Claret;X;;G. Claret;X;;G. Claret;X;;G. Claret;X;;G. Claret;X;;
Barbara Sartorio;TRUE;voci femminili del Torino Vocalensemble;Soundtrack;La grande bellezza;barbara sartorio;;;Barbara Sartorio;X;;Barbara Sartorio;X;;Barbara Sartorio;X;;Barbara Sartorio;X;;Barbara Sartorio;X;;Barbara Sartorio;X;;Barbara Sartorio;X;;
G. Attanasio;TRUE;MUEVE LA COLITA;Soundtrack;La grande bellezza;g attanasio;;;G. Attanasio;X;;G. Attanasio;X;;G. Attanasio;X;;G. Attanasio;X;;G. Attanasio;X;;G. Attanasio;X;;G. Attanasio;X;;
C. Frederickson;TRUE;WATER FROM THE SAME SOURCE;Soundtrack;La grande bellezza;c frederickson;;;C. Frederickson;X;;C. Frederickson;X;;C. Frederickson;X;;C. Frederickson;X;;C. Frederickson;X;;C. Frederickson;X;;C. Frederickson;X;;
G. Bizet;TRUE;SINFONIA N. 1 IN DO MAGGIORE – ADAGIO;Soundtrack;La grande bellezza;g bizet;;;G. Bizet;X;;G. Bizet;X;;G. Bizet;X;;G. Bizet;X;;G. Bizet;X;;G. Bizet;X;;G. Bizet;X;;
Alejandro López;TRUE;Cortesía de;Soundtrack;El desorden que dejas S01E03;alejandro lopez;;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;
Alejandro López;TRUE;Escrito;Soundtrack;El desorden que dejas S01E03;alejandro lopez;;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;
Alejandro López;TRUE;Interpretado por;Soundtrack;El desorden que dejas S01E03;alejandro lopez;;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;
Alejandro López;TRUE;Interpretado por;Soundtrack;El desorden que dejas S01E03;alejandro lopez;;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;Alejandro López;X;;
G. Le Friant ;TRUE;FAR L’AMORE;Soundtrack;La grande bellezza;g le friant;;;G. Le Friant ;X;;G. Le Friant ;X;;G. Le Friant ;X;;G. Le Friant ;X;;G. Le Friant ;X;;G. Le Friant ;X;;G. Le Friant ;X;;
B. Lauzi;TRUE;TI RUBERÒ;Soundtrack;La grande bellezza;b lauzi;;;B. Lauzi;X;;B. Lauzi;X;;B. Lauzi;X;;B. Lauzi;X;;B. Lauzi;X;;B. Lauzi;X;;B. Lauzi;X;;
A. Sendrey;TRUE;;Soundtrack;Amelie;a sendrey;;;A. Sendrey;X;;A. Sendrey;X;;A. Sendrey;X;;A. Sendrey;X;;A. Sendrey;X;;A. Sendrey;X;;A. Sendrey;X;;
Jon Brion;TRUE;produced by Everybody's Got to Learn Sometime;Soundtrack;Eternal Sunshine of the Spotless Mind;jon brion;;;Jon Brion;X;;Jon Brion;X;;Jon Brion;X;;Jon Brion;X;;Jon Brion;X;;Jon Brion;X;;Jon Brion;X;;
G. Boratto;TRUE;TAKE MY BREATH AWAY;Soundtrack;La grande bellezza;g boratto;;nm14464842;Gui Boratto;M;nm14464842;Gui Boratto;M;;G. Boratto;X;;G. Boratto;X;;G. Boratto;X;;G. Boratto;X;;G. Boratto;X;;
Antonello Venditti;TRUE;eseguita da;Soundtrack;La grande bellezza;antonello venditti;;nm0892945;Antonello Venditti;A;nm0892945;Antonello Venditti;A;nm0892945;Antonello Venditti;A;nm0892945;Antonello Venditti;A;nm0892945;Antonello Venditti;A;nm0892945;Antonello Venditti;A;nm0892945;Antonello Venditti;A;;
P. Bayle;TRUE;;Soundtrack;Amelie;p bayle;;;P. Bayle;X;;P. Bayle;X;;P. Bayle;X;;P. Bayle;X;;P. Bayle;X;;P. Bayle;X;;P. Bayle;X;;
Xoel López García Cabezón;TRUE;;Soundtrack;El desorden que dejas S01E03;xoel lopez garcia cabezon;;;Xoel López García Cabezón;X;;Xoel López García Cabezón;X;;Xoel López García Cabezón;X;;Xoel López García Cabezón;X;;Xoel López García Cabezón;X;;Xoel López García Cabezón;X;;Xoel López García Cabezón;X;;
Elzbieta Towarnicka;TRUE;Performed by, soprano;Soundtrack;La grande bellezza;elzbieta towarnicka;;nm0869893;Elzbieta Towarnicka;A;nm0869893;Elzbieta Towarnicka;A;nm0869893;Elzbieta Towarnicka;A;nm0869893;Elzbieta Towarnicka;A;nm0869893;Elzbieta Towarnicka;A;nm0869893;Elzbieta Towarnicka;A;nm0869893;Elzbieta Towarnicka;A;;
Ely;TRUE;MORE THAN SCARLET ;Soundtrack;La grande bellezza;ely;;;Ely;X;;Ely;X;;Ely;X;;Ely;X;;Ely;X;;Ely;X;;Ely;X;;
Else Torp;TRUE;;Soundtrack;La grande bellezza;else torp;;nm8631365;Else Torp;A;nm8631365;Else Torp;A;nm8631365;Else Torp;A;nm8631365;Else Torp;A;nm8631365;Else Torp;A;nm8631365;Else Torp;A;nm8631365;Else Torp;A;;
El Gato DJ;TRUE;eseguita da;Soundtrack;La grande bellezza;el gato dj;;;El Gato DJ;X;;El Gato DJ;X;;El Gato DJ;X;;El Gato DJ;X;;El Gato DJ;X;;El Gato DJ;X;;El Gato DJ;X;;
Dawn Upshaw;TRUE;Soprano;Soundtrack;La grande bellezza;dawn upshaw;;nm0881471;Dawn Upshaw;A;nm0881471;Dawn Upshaw;A;nm0881471;Dawn Upshaw;A;nm0881471;Dawn Upshaw;A;nm0881471;Dawn Upshaw;A;nm0881471;Dawn Upshaw;A;nm0881471;Dawn Upshaw;A;;
David Zinman;TRUE;diretta da;Soundtrack;La grande bellezza;david zinman;;nm1215040;David Zinman;A;nm1215040;David Zinman;A;nm1215040;David Zinman;A;nm1215040;David Zinman;A;nm1215040;David Zinman;A;nm1215040;David Zinman;A;nm1215040;David Zinman;A;;
F. Attanasio;TRUE;MUEVE LA COLITA;Soundtrack;La grande bellezza;f attanasio;;;F. Attanasio;X;;F. Attanasio;X;;F. Attanasio;X;;F. Attanasio;X;;F. Attanasio;X;;F. Attanasio;X;;F. Attanasio;X;;
F. Bracardi;TRUE;FAR L’AMORE;Soundtrack;La grande bellezza;f bracardi;;;F. Bracardi;X;;F. Bracardi;X;;F. Bracardi;X;;F. Bracardi;X;;F. Bracardi;X;;F. Bracardi;X;;F. Bracardi;X;;
Y.Tiersen;TRUE;;Soundtrack;Amelie;y tiersen;;;Y.Tiersen;X;;Y.Tiersen;X;;Y.Tiersen;X;;Y.Tiersen;X;;Y.Tiersen;X;;Y.Tiersen;X;;Y.Tiersen;X;;
F. Poulenc;TRUE;TROIS MOUVEMENTS PERPÉTUELS (1918);Soundtrack;La grande bellezza;f poulenc;;;F. Poulenc;X;;F. Poulenc;X;;F. Poulenc;X;;F. Poulenc;X;;F. Poulenc;X;;F. Poulenc;X;;F. Poulenc;X;;
Damien Jurado;TRUE;EVERYTHING TRYING;Soundtrack;La grande bellezza;damien jurado;;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;;
D. Pace;TRUE;FAR L’AMORE;Soundtrack;La grande bellezza;d pace;;;D. Pace;X;;D. Pace;X;;D. Pace;X;;D. Pace;X;;D. Pace;X;;D. Pace;X;;D. Pace;X;;
Fitzgerald;TRUE;MORE THAN SCARLET ;Soundtrack;La grande bellezza;fitzgerald;;;Fitzgerald;X;;Fitzgerald;X;;Fitzgerald;X;;Fitzgerald;X;;Fitzgerald;X;;Fitzgerald;X;;Fitzgerald;X;;
D. MacLennan ;TRUE;WE NO SPEAK AMERICANO;Soundtrack;La grande bellezza;d maclennan;;;D. MacLennan ;X;;D. MacLennan ;X;;D. MacLennan ;X;;D. MacLennan ;X;;D. MacLennan ;X;;D. MacLennan ;X;;D. MacLennan ;X;;
D. A. Stewart;TRUE;THERE MUST BE AN ANGEL (PLAYING WITH MY HEART);Soundtrack;La grande bellezza;d a stewart;;;D. A. Stewart;X;;D. A. Stewart;X;;D. A. Stewart;X;;D. A. Stewart;X;;D. A. Stewart;X;;D. A. Stewart;X;;D. A. Stewart;X;;
D. A. Lang;TRUE;WORLD TO COME IV;Soundtrack;La grande bellezza;d a lang;;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;
D. A. Lang;TRUE;I LIE;Soundtrack;La grande bellezza;d a lang;;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;D. A. Lang;X;;
Christopher Bowers-Broadbent;TRUE;;Soundtrack;La grande bellezza;christopher bowers broadbent;;nm3984999;Christopher Bowers-Broadbent;A;nm3984999;Christopher Bowers-Broadbent;A;nm3984999;Christopher Bowers-Broadbent;A;nm3984999;Christopher Bowers-Broadbent;A;nm3984999;Christopher Bowers-Broadbent;A;nm3984999;Christopher Bowers-Broadbent;A;nm3984999;Christopher Bowers-Broadbent;A;;
Damien Jurado;TRUE;Performed by;Soundtrack;La grande bellezza;damien jurado;;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;nm4950290;Damien Jurado;A;;
BILLIE HOLIDAY;TRUE;Performed by (I Cover The Waterfront);Soundtrack;Se7en;billie holiday;;nm0390507;Billie Holiday;A;nm0390507;Billie Holiday;A;nm0390507;Billie Holiday;A;nm0390507;Billie Holiday;A;nm0390507;Billie Holiday;A;nm0390507;Billie Holiday;A;nm0390507;Billie Holiday;A;;
Genziana Gentilini;TRUE;voci femminili del Torino Vocalensemble;Soundtrack;La grande bellezza;genziana gentilini;;;Genziana Gentilini;X;;Genziana Gentilini;X;;Genziana Gentilini;X;;Genziana Gentilini;X;;Genziana Gentilini;X;;Genziana Gentilini;X;;Genziana Gentilini;X;;
Alessandra Vaglienti;TRUE;voci femminili del Torino Vocalensemble;Soundtrack;La grande bellezza;alessandra vaglienti;;nm10661536;Alessandra Valenti;M;nm10661536;Alessandra Valenti;M;nm10661536;Alessandra Valenti;M;nm10661536;Alessandra Valenti;M;;Alessandra Vaglienti;X;;Alessandra Vaglienti;X;;Alessandra Vaglienti;X;;
The Pixies;TRUE;Performed by;Soundtrack;Fight Club;the pixies;;;The Pixies;X;;The Pixies;X;;The Pixies;X;;The Pixies;X;;The Pixies;X;;The Pixies;X;;The Pixies;X;;
The Odditorium;TRUE;Performed by;Soundtrack;Fight Club;the odditorium;;;The Odditorium;X;;The Odditorium;X;;The Odditorium;X;;The Odditorium;X;;The Odditorium;X;;The Odditorium;X;;The Odditorium;X;;
L. Confetta;TRUE;MUEVE LA COLITA;Soundtrack;La grande bellezza;l confetta;;;L. Confetta;X;;L. Confetta;X;;L. Confetta;X;;L. Confetta;X;;L. Confetta;X;;L. Confetta;X;;L. Confetta;X;;
Chenta Tsai Tseng;TRUE;Escrito por;Soundtrack;El desorden que dejas S01E03;chenta tsai tseng;;;Chenta Tsai Tseng;X;;Chenta Tsai Tseng;X;;Chenta Tsai Tseng;X;;Chenta Tsai Tseng;X;;Chenta Tsai Tseng;X;;Chenta Tsai Tseng;X;;Chenta Tsai Tseng;X;;
Stephen Arnold;TRUE;Composed by;Soundtrack;Fight Club;stephen arnold;;;Stephen Arnold;X;;Stephen Arnold;X;;Stephen Arnold;X;;Stephen Arnold;X;;Stephen Arnold;X;;Stephen Arnold;X;;Stephen Arnold;X;;
Laura Marconi;TRUE;voci femminili del Torino Vocalensemble;Soundtrack;La grande bellezza;laura marconi;;;Laura Marconi;X;;Laura Marconi;X;;Laura Marconi;X;;Laura Marconi;X;;Laura Marconi;X;;Laura Marconi;X;;Laura Marconi;X;;
Leopold Stokowski;TRUE;;Soundtrack;La grande bellezza;leopold stokowski;;nm0831439;Leopold Stokowski;A;nm0831439;Leopold Stokowski;A;nm0831439;Leopold Stokowski;A;nm0831439;Leopold Stokowski;A;nm0831439;Leopold Stokowski;A;nm0831439;Leopold Stokowski;A;nm0831439;Leopold Stokowski;A;;
Rolfe Kent;TRUE;Composed by;Soundtrack;Fight Club;rolfe kent;;nm0448843;Rolfe Kent;A;nm0448843;Rolfe Kent;A;nm0448843;Rolfe Kent;A;nm0448843;Rolfe Kent;A;nm0448843;Rolfe Kent;A;nm0448843;Rolfe Kent;A;nm0448843;Rolfe Kent;A;;
Kelly;TRUE;MORE THAN SCARLET ;Soundtrack;La grande bellezza;kelly;;;Kelly;X;;Kelly;X;;Kelly;X;;Kelly;X;;Kelly;X;;Kelly;X;;Kelly;X;;
Discode;TRUE;Interpretada por;Soundtrack;El desorden que dejas S01E03;discode;;;Discode;X;;Discode;X;;Discode;X;;Discode;X;;Discode;X;;Discode;X;;Discode;X;;
Eva López;TRUE;Escrito por;Soundtrack;El desorden que dejas S01E03;eva lopez;;;Eva López;X;;Eva López;X;;Eva López;X;;Eva López;X;;Eva López;X;;Eva López;X;;Eva López;X;;
R. Wootton;TRUE;CIRIBIRIBIN (Trad. Arrt);Soundtrack;Amelie;r wootton;;;R. Wootton;X;;R. Wootton;X;;R. Wootton;X;;R. Wootton;X;;R. Wootton;X;;R. Wootton;X;;R. Wootton;X;;
Clifford Grey;TRUE;GOT A DATE WITH AN ANGEL;Soundtrack;Amelie;clifford grey;;nm0340540;Clifford Grey;A;nm0340540;Clifford Grey;A;nm0340540;Clifford Grey;A;nm0340540;Clifford Grey;A;nm0340540;Clifford Grey;A;nm0340540;Clifford Grey;A;nm0340540;Clifford Grey;A;;
M. Fabrizio;TRUE;FOREVER;Soundtrack;La grande bellezza;m fabrizio;;;M. Fabrizio;X;nm3207772;Fabrizio Mei;M;;M. Fabrizio;X;;M. Fabrizio;X;;M. Fabrizio;X;;M. Fabrizio;X;;M. Fabrizio;X;;
BEN WEISMAN;TRUE;Written by (In The Beginning);Soundtrack;Se7en;ben weisman;;nm0918840;Ben Weisman;A;nm0918840;Ben Weisman;A;nm0918840;Ben Weisman;A;nm0918840;Ben Weisman;A;nm0918840;Ben Weisman;A;nm0918840;Ben Weisman;A;nm0918840;Ben Weisman;A;;
